time,altitude,velocityX,velocityY,altitude_cmd,velocityX_cmd,velocityY_cmd,throttle_cmd
0,1.45703125,0.0,0.0,1.5,0.0,0.0,4.622831530869007
10.09656310081482,1.390625,-1.6,-2.0,1.5,0.0,0.0,6.830350942909718
10.59619688987732,1.408203125,0.0,-0.9,1.5,0.0,0.0,6.850073477253318
11.095250606536865,1.4658203125,-1.0,0.3,1.5,0.0,0.0,5.580559014342725
11.095250606536865,1.3828125,-1.0,0.3,1.5,0.0,0.0,8.241793527267873
12.103359460830688,1.4560546875,1.1,-0.4,1.5,0.0,0.0,6.630507416557521
12.600304126739502,1.423828125,0.3,-0.2,1.5,0.0,0.0,7.817632702644914
13.099467277526855,1.3837890625,-0.2,1.1,1.5,0.0,0.0,9.399911651853472
13.602521657943726,1.3115234375,-0.5,-0.5,1.5,0.0,0.0,12.149145391304046
13.602521657943726,1.4208984375,-0.5,-0.5,1.5,0.0,0.0,9.810905463527888
14.602629661560059,1.4365234375,-2.4,1.7,1.5,0.0,0.0,9.73773485980928
15.10410475730896,1.4365234375,0.6,-0.5,1.5,0.0,0.0,10.05552644142881
15.608158349990845,1.3828125,-0.7,-0.5,1.5,0.0,0.0,11.984357240144163
16.110231161117554,1.4970703125,0.3,-0.0,1.5,0.0,0.0,9.142562006600201
16.598416805267334,1.5517578125,0.0,0.6,1.5,0.0,0.0,7.516534109599888
16.598416805267334,1.5517578125,0.0,0.6,1.5,0.0,0.0,7.257687912788242
17.608627319335938,1.521484375,0.3,-0.0,1.5,0.0,0.0,7.907084405887872
18.112428665161133,1.4267578125,-0.1,-0.2,1.5,0.0,0.0,10.641552654560655
18.612417697906494,1.4794921875,0.6,-0.8,1.5,0.0,0.0,9.42589750746265
19.113537073135376,1.4541015625,0.0,0.3,1.5,0.0,0.0,10.290365207474679
19.60260510444641,1.4443359375,-0.4,-1.4,1.5,0.0,0.0,10.813267019111663
19.60260510444641,1.5166015625,-0.4,-1.4,1.5,0.0,0.0,8.923465441912413
20.60928440093994,1.5029296875,0.5,0.2,1.5,0.0,0.0,9.250610554590821
21.10733199119568,1.517578125,-2.0,-0.5,1.5,0.0,0.0,8.796387328766286
21.609776258468628,1.517578125,-0.1,0.5,1.5,0.0,0.0,8.708474449813366
22.108752489089966,1.5576171875,0.0,0.3,1.5,0.0,0.0,7.4193542543798685
22.607494115829468,1.5068359375,0.6,-0.1,1.5,0.0,0.0,8.654658910818398
22.607494115829468,1.5986328125,0.6,-0.1,1.5,0.0,0.0,5.866465270519257
23.609601974487305,1.5771484375,-0.4,1.0,1.5,0.0,0.0,6.017200269270688
24.110074758529663,1.5400390625,1.4,-0.2,1.5,0.0,0.0,6.744688642211258
24.611607313156128,1.4833984375,-0.3,-1.0,1.5,0.0,0.0,8.243729970417917
25.10872530937195,1.4970703125,0.2,-1.1,1.5,0.0,0.0,7.916585130151361
25.605817556381226,1.5400390625,0.6,-2.6,1.5,0.0,0.0,6.64212133269757
26.108938932418823,1.5546875,-1.0,0.5,1.5,0.0,0.0,6.002400661818683
26.108938932418823,1.5546875,-1.0,0.5,1.5,0.0,0.0,5.728433667682111
26.108938932418823,1.5546875,-1.0,0.5,1.5,0.0,0.0,5.45494909863919
27.61645483970642,1.6123046875,1.6,0.1,1.5,0.0,0.0,3.4528821776621044
27.61645483970642,1.5703125,1.6,0.1,1.5,0.0,0.0,4.15103618754074
28.618857383728027,1.642578125,0.9,1.5,1.5,0.0,0.0,1.630664283875376
29.118228673934937,1.6279296875,0.3,-0.4,1.5,0.0,0.0,1.3571145408786833
29.118228673934937,1.6533203125,0.3,-0.4,1.5,0.0,0.0,-0.04487078171223402
29.118228673934937,1.6533203125,0.3,-0.4,1.5,0.0,0.0,-0.8116733934730291
30.612778425216675,1.6220703125,0.0,0.9,1.5,0.0,0.0,-0.6411244929768145
31.11419105529785,1.6474609375,-0.2,0.2,1.5,0.0,0.0,-2.013809708878398
31.11419105529785,1.7392578125,-0.2,0.2,1.5,0.0,0.0,-5.506763895973563
31.11419105529785,1.697265625,-0.2,0.2,1.5,0.0,0.0,-5.44463244266808
32.61557412147522,1.7314453125,-0.4,0.4,1.5,0.0,0.0,-7.4566226825118065
33.112064361572266,1.6328125,0.3,-3.4,1.5,0.0,0.0,-5.656117219477892
33.623117208480835,1.666015625,1.4,-1.3,1.5,0.0,0.0,-7.317158901132643
34.122174978256226,1.7724609375,0.5,-0.1,1.5,0.0,0.0,-11.340741910971701
34.62175941467285,1.8330078125,0.0,2.6,1.5,0.0,0.0,-14.521289260592312
35.12090086936951,1.791015625,-0.1,0.5,1.5,0.0,0.0,-14.926849252078682
35.12090086936951,1.8193359375,-0.1,0.5,1.5,0.0,0.0,-17.231974531896412
